manufacturer,vehicle_type,charging_type_last,drive_config,battery_chemistry,model_year,battery_capacity_kwh,battery_age_years,battery_health_pct,motor_power_kw,vehicle_weight_kg,drag_coefficient,tire_type,ambient_temp_c,hvac_usage,avg_speed_kmh,elevation_change_m,num_passengers,cargo_weight_kg,regenerative_braking,driving_mode,wind_speed_kmh,actual_range_km
NIO,Sedan,Wireless,FWD,LFP,2023.0,118.2,7.0,68.4,568.0,2332.0,0.312,Low Rolling Resistance,1.9,Max Cool,,326.4,5.0,291.0,High,Sport,21.4,563.1
Polestar,Van,Level 1,FWD,NMC,2017.0,86.8,0.0,94.8,698.0,3844.0,0.441,Performance,,Max Heat,124.9,-29.0,1.0,148.0,High,,40.8,613.3
,Van,Supercharger,RWD,Solid State,2021.0,,8.0,71.9,501.0,3070.0,0.467,,34.1,Max Heat,,141.3,1.0,62.0,High,,62.6,532.2
BMW,Sedan,DC Fast Charge,RWD,NMCA,2018.0,104.2,5.0,85.4,419.0,2226.0,0.495,,,Max Heat,91.5,197.7,2.0,329.0,Off,Off-Road,78.7,315.4
Lucid,Sedan,Level 2,FWD,NCA,2017.0,114.1,1.0,87.6,371.0,,0.227,Performance,31.8,Max Heat,36.6,-404.4,5.0,291.0,High,Normal,76.5,540.5
Audi,Sports Car,Supercharger,4WD,Solid State,2015.0,25.3,6.0,88.7,169.0,2216.0,,All-Terrain,,Heating,110.2,,4.0,79.0,Low,Sport,,312.4
BMW,Van,Level 2,RWD,,2015.0,65.3,,97.5,367.0,2553.0,0.455,All-Terrain,-3.3,Cooling,44.1,460.4,2.0,28.0,High,Normal,,194.7
,,Level 1,4WD,NMCA,2023.0,44.8,4.0,79.1,641.0,2128.0,0.332,Low Rolling Resistance,3.1,,128.9,208.9,3.0,215.0,Max,Off-Road,27.3,294.1
BYD,Hatchback,Wireless,FWD,LFP,2020.0,112.0,5.0,96.5,279.0,2021.0,0.419,All-Terrain,32.2,Max Heat,27.1,185.8,5.0,204.0,Medium,,14.2,89.0
VW,Hatchback,Wireless,RWD,NCA,2019.0,63.6,3.0,70.0,487.0,2549.0,0.317,All-Terrain,-2.6,Heating,116.2,12.2,2.0,,Low,Chill,47.0,282.1
VW,Hatchback,Wireless,AWD,NMC,,106.2,6.0,,161.0,2015.0,0.458,,7.7,Cooling,116.5,-344.0,6.0,268.0,Max,Off-Road,62.8,424.6
,Crossover,Supercharger,RWD,,2020.0,62.1,3.0,83.7,,2091.0,0.452,Low Rolling Resistance,15.3,Max Cool,52.5,144.2,1.0,299.0,,Sport,66.6,490.9
Lucid,Sedan,Wireless,4WD,LFP,2023.0,86.6,9.0,61.7,239.0,2572.0,0.423,All-Terrain,-16.4,Cooling,74.0,-37.1,,,Medium,Chill,6.6,505.2
BYD,Truck,Level 2,RWD,Solid State,2018.0,79.9,,94.3,292.0,1648.0,0.436,Performance,-15.7,Cooling,,,4.0,370.0,,Normal,11.3,311.4
Rivian,Truck,Level 2,AWD,,,46.5,,87.5,451.0,3674.0,,,-15.0,Max Cool,87.6,159.1,1.0,312.0,Max,Off-Road,2.6,531.0
NIO,Crossover,DC Fast Charge,4WD,NMC,2018.0,116.1,2.0,95.0,349.0,3748.0,0.396,Low Rolling Resistance,4.6,,28.6,134.0,3.0,121.0,High,Sport,25.9,603.3
Lucid,Sports Car,Wireless,RWD,LFP,2019.0,130.0,1.0,85.8,,1387.0,0.427,All-Terrain,6.2,Max Heat,22.5,290.2,1.0,12.0,Max,Normal,56.9,237.5
Tesla,Sedan,Level 2,4WD,NMCA,2018.0,60.7,6.0,99.2,282.0,2256.0,0.205,All-Terrain,-2.9,Max Heat,,76.0,5.0,,,Sport,29.0,683.2
Hyundai,Sedan,Supercharger,FWD,Solid State,2017.0,21.9,5.0,75.3,321.0,1204.0,0.44,Performance,-5.0,Max Heat,80.0,452.3,5.0,,Low,Sport,10.5,286.5
NIO ,Hatchback,DC Fast Charge,AWD,NMCA,2016.0,98.8,1.0,84.8,572.0,1281.0,0.306,All-Terrain,-13.0,,79.5,212.8,3.0,92.0,Medium,Off-Road,3.8,563.6
,Sedan,DC Fast Charge,,NMC,2021.0,53.0,6.0,98.5,586.0,,0.459,All-Terrain,5.9,,103.8,293.8,3.0,147.0,Medium,Off-Road,75.8,421.6
Polestar,Hatchback,Supercharger,AWD,NMCA,2017.0,77.8,2.0,96.7,,1307.0,,Performance,-14.9,Max Heat,123.9,,,255.0,Medium,Sport,73.4,265.0
Rivian,Van,DC Fast Charge,FWD,LFP,2020.0,32.7,2.0,94.8,615.0,1205.0,0.233,Standard,25.0,Heating,54.2,-486.4,2.0,185.0,Off,Off-Road,49.9,118.7
Lucid,Crossover,Level 2,AWD,NMC,2017.0,110.6,4.0,67.6,448.0,3845.0,0.202,,41.0,,67.5,-113.8,4.0,195.0,Max,Normal,35.4,689.6
Hyundai,Hatchback,Supercharger,4WD,NCA,2017.0,,9.0,,220.0,3479.0,0.382,Performance,-4.3,None,92.8,232.2,2.0,348.0,High,Eco,17.0,693.8
Lucid,Sports Car,Level 2,AWD,Solid State,2024.0,86.8,1.0,62.2,668.0,,0.302,All-Terrain,,Cooling,,420.8,3.0,,Medium,Chill,24.4,343.1
Polestar,SUV,Level 1,,,2017.0,75.3,1.0,,446.0,2363.0,0.324,Low Rolling Resistance,,Max Cool,108.9,236.3,6.0,20.0,,Chill,76.2,491.4
Lucid,Sedan,,4WD,NMCA,2022.0,111.4,1.0,97.6,468.0,2045.0,0.488,Low Rolling Resistance,,Cooling,25.9,,5.0,345.0,Medium,Sport,48.1,561.7
Tesla,Crossover,Supercharger,4WD,NMCA,,50.8,,87.4,293.0,3588.0,0.4,All-Terrain,32.9,Heating,124.6,,4.0,486.0,Max,Eco,55.4,175.0
Hyundai,Sports Car,DC Fast Charge,AWD,NCA,2019.0,90.6,6.0,69.4,,3021.0,0.478,All-Terrain,-10.0,None,122.6,20.7,3.0,144.0,Medium,Off-Road,45.3,506.9
,Van,Supercharger,AWD,Solid State,2015.0,81.6,0.0,80.7,247.0,2083.0,0.403,Performance,27.1,Max Cool,99.2,-462.5,5.0,154.0,Medium,Normal,52.7,390.0
VW,SUV,Wireless,AWD,NCA,2021.0,37.9,5.0,66.1,84.0,3662.0,0.417,Standard,22.7,Cooling,25.3,-200.6,6.0,369.0,Medium,Normal,74.7,249.1
Polestar,Van,Supercharger,4WD,LFP,2020.0,,,,566.0,3878.0,0.499,All-Terrain,20.9,None,62.5,110.4,6.0,379.0,Off,Sport,,103.0
Hyundai,SUV,Level 2,4WD,Solid State,2023.0,41.9,8.0,70.5,119.0,,0.261,Low Rolling Resistance,-4.5,Heating,127.3,-375.8,3.0,53.0,Max,Off-Road,18.0,527.5
NIO,SUV,Level 1,RWD,Solid State,2022.0,31.9,7.0,65.4,198.0,1833.0,0.486,Performance,39.9,Cooling,,378.7,5.0,135.0,Off,Sport,,259.4
,Crossover,Supercharger,RWD,NMC,2024.0,23.7,5.0,61.4,143.0,1675.0,0.323,Performance,8.8,Heating,42.3,-140.7,4.0,169.0,Off,,13.4,334.0
Rivian,,Level 1,RWD,Solid State,2016.0,,7.0,72.7,232.0,,0.418,All-Terrain,-12.1,Heating,56.6,-152.9,2.0,298.0,Low,Normal,4.1,388.9
BYD,,Level 1,4WD,Solid State,2024.0,126.1,5.0,89.7,574.0,1660.0,0.407,Low Rolling Resistance,38.4,Heating,72.4,79.0,5.0,272.0,Low,Eco,0.1,525.7
,Hatchback,DC Fast Charge,4WD,NMC,2019.0,50.6,4.0,,552.0,1292.0,0.376,,2.1,,31.9,304.7,5.0,241.0,Medium,Off-Road,35.9,150.3
RIVIAN,,Level 2,FWD,NMC,2015.0,120.2,8.0,75.4,567.0,,,Standard,12.6,None,41.6,-115.9,5.0,295.0,Max,Eco,,581.4
Hyundai,Sedan,Supercharger,,NMC,2018.0,86.1,9.0,93.8,342.0,3739.0,0.379,All-Terrain,-17.9,Heating,84.7,55.4,,282.0,Off,Eco,34.0,189.7
Audi,Van,Level 2,FWD,,2017.0,63.3,1.0,80.4,477.0,1597.0,0.459,Performance,,Max Heat,35.9,,4.0,,High,Chill,33.0,593.8
VW,Sedan,DC Fast Charge,AWD,NMC,2022.0,48.5,2.0,96.2,644.0,,0.455,Low Rolling Resistance,-18.7,Max Cool,106.1,-184.4,3.0,148.0,Low,Eco,2.0,197.1
VW,Crossover,Supercharger,RWD,NMCA,2019.0,25.3,7.0,97.0,374.0,3538.0,0.229,Performance,16.6,Max Cool,,-224.8,3.0,,Max,Off-Road,23.3,373.6
Hyundai,Truck,Wireless,RWD,NMCA,2015.0,46.2,2.0,96.7,575.0,3117.0,0.436,,-6.9,Max Cool,122.6,-244.2,4.0,120.0,Max,,,212.9
rivin,SUV,Level 2,RWD,Solid State,2017.0,26.3,3.0,89.9,651.0,3723.0,,,30.8,,63.7,,4.0,199.0,Low,Eco,20.8,565.6
,Truck,Level 2,RWD,NCA,2019.0,33.0,5.0,,98.0,3901.0,0.488,All-Terrain,22.3,Max Cool,,-405.5,4.0,254.0,Medium,Off-Road,29.2,585.3
BMW,Sports Car,,AWD,NMCA,2020.0,,4.0,,478.0,1934.0,0.395,All-Terrain,17.5,Max Cool,68.2,-262.0,1.0,431.0,Off,Sport,10.8,385.3
Audi,Hatchback,Level 2,FWD,NCA,2016.0,72.3,7.0,99.1,,2184.0,0.302,All-Terrain,16.8,Max Heat,68.8,-371.5,6.0,95.0,High,Eco,55.0,406.7
BYD,,Wireless,AWD,NCA,,57.5,9.0,83.9,473.0,2463.0,0.345,Performance,3.2,Heating,83.7,-120.4,2.0,144.0,High,Eco,62.8,462.9
VW,Crossover,DC Fast Charge,RWD,LFP,2022.0,103.2,3.0,71.3,454.0,1809.0,0.249,All-Terrain,0.3,Heating,96.7,356.4,5.0,347.0,Medium,Eco,,247.5
bmw,Truck,Supercharger,RWD,NMC,2021.0,85.3,3.0,87.3,232.0,,0.369,,,Heating,108.5,324.5,2.0,207.0,,Off-Road,0.3,439.6
VW,Sports Car,Level 1,FWD,Solid State,2024.0,,3.0,84.8,666.0,2037.0,0.347,,25.7,Cooling,127.7,179.7,,282.0,Low,Normal,0.7,454.9
,Van,Wireless,FWD,NMCA,2024.0,75.3,0.0,83.2,60.0,2840.0,0.402,All-Terrain,,Cooling,53.1,422.0,3.0,309.0,Off,Off-Road,,114.9
BYD,Crossover,,4WD,Solid State,2021.0,52.8,6.0,91.8,91.0,2919.0,0.22,All-Terrain,2.4,Max Heat,122.5,321.2,,405.0,Off,Chill,,5244.512884109373
Polestar,Sedan,Level 1,4WD,NMC,2022.0,92.4,0.0,74.7,113.0,3892.0,0.282,Low Rolling Resistance,44.3,Max Cool,124.8,-195.2,6.0,390.0,Max,Eco,59.0,545.0
Tesla,Van,Level 1,4WD,LFP,2015.0,120.4,,,597.0,3368.0,0.26,All-Terrain,-14.3,,64.9,271.3,4.0,354.0,Medium,Off-Road,5.0,645.6
rivin,Crossover,Level 2,AWD,LFP,2018.0,28.1,8.0,,449.0,2846.0,,Performance,39.8,Max Heat,93.8,409.0,5.0,33.0,Off,Eco,54.5,169.1
Hyundai,Crossover,Level 2,FWD,Solid State,,39.6,3.0,88.8,631.0,2678.0,0.212,Standard,42.7,Heating,67.1,-19.8,4.0,,High,Off-Road,46.4,133.1
Polestar,Hatchback,Supercharger,4WD,NMC,2022.0,80.0,1.0,75.4,388.0,1871.0,0.323,Standard,,Heating,99.2,113.5,6.0,473.0,Medium,Off-Road,61.9,560.0
Lucid,Crossover,DC Fast Charge,RWD,Solid State,,48.3,2.0,72.2,204.0,2458.0,0.352,,,Max Cool,93.8,484.2,3.0,252.0,High,Chill,15.8,332.0
NIO,Hatchback,Level 2,4WD,LFP,2022.0,127.7,8.0,97.7,,3341.0,0.432,Performance,38.2,None,33.6,228.7,3.0,374.0,,Off-Road,58.2,576.1
,Hatchback,DC Fast Charge,FWD,,,30.9,6.0,86.9,,1934.0,0.443,Low Rolling Resistance,-2.9,Cooling,123.7,179.8,4.0,105.0,Off,Eco,50.3,429.4
NIO,Crossover,Level 1,FWD,NCA,2023.0,,9.0,66.5,565.0,2060.0,0.284,All-Terrain,20.9,,70.2,420.5,6.0,483.0,Medium,Chill,71.7,330.8
Audi,Truck,Wireless,AWD,NMC,2018.0,36.0,,98.9,642.0,1553.0,0.339,All-Terrain,-15.8,Heating,62.1,179.7,4.0,,High,Off-Road,71.1,250.9
NIO,Van,Level 2,4WD,NMC,2022.0,42.6,2.0,74.9,559.0,3129.0,,Low Rolling Resistance,29.9,,,-106.8,1.0,307.0,Low,Off-Road,50.7,445.8
Hyundai,Truck,,4WD,,2023.0,75.7,6.0,85.1,557.0,2476.0,,Low Rolling Resistance,-5.0,,45.0,-235.8,4.0,361.0,Medium,Sport,47.7,221.5
,Truck,Level 2,4WD,,2021.0,75.4,,89.3,507.0,3905.0,0.367,Standard,-3.7,Max Heat,,-471.7,1.0,206.0,Low,Chill,9.3,314.3
tesla,SUV,Level 1,RWD,NMC,2020.0,,8.0,63.1,482.0,1415.0,0.386,Low Rolling Resistance,12.0,,36.1,-118.7,,82.0,Off,Off-Road,20.5,283.2
,Hatchback,Level 2,,LFP,2016.0,47.2,4.0,95.5,551.0,2159.0,0.495,Performance,37.6,Heating,129.1,-474.4,5.0,305.0,Low,Chill,,187.9
Audi,Crossover,Wireless,,,2023.0,91.9,,96.7,175.0,2633.0,,Performance,4.7,None,58.7,459.2,2.0,58.0,Max,Eco,74.8,168.2
Polestar,SUV,Level 2,4WD,NMCA,2022.0,104.1,6.0,95.0,571.0,1837.0,0.322,All-Terrain,10.6,Heating,27.9,-229.5,4.0,239.0,Max,Chill,39.1,677.0
BYD,SUV,Supercharger,4WD,Solid State,2018.0,97.1,1.0,84.6,570.0,1476.0,0.368,Standard,36.0,,,382.3,,254.0,High,,63.0,197.3
VW,,,,NMCA,2017.0,106.2,4.0,72.3,371.0,,0.247,All-Terrain,4.2,Max Heat,103.2,404.4,2.0,88.0,Low,Chill,45.8,152.7
TESLA,Hatchback,Wireless,RWD,Solid State,,,5.0,65.6,601.0,3122.0,0.425,,43.0,Heating,75.8,-384.7,,256.0,Max,Eco,36.4,490.9
,Truck,Level 1,RWD,Solid State,2019.0,64.4,6.0,68.5,632.0,,0.329,All-Terrain,7.5,None,101.9,145.1,4.0,406.0,High,,37.6,496.3
BMW,SUV,Level 2,FWD,NMC,2017.0,97.1,9.0,69.2,,1783.0,,All-Terrain,-7.0,Max Heat,77.9,,2.0,430.0,Off,,51.6,1618.1115757461814
Rivian,Sedan,Supercharger,AWD,NCA,2016.0,29.4,9.0,,449.0,2715.0,0.439,Standard,,Max Heat,110.6,-403.7,1.0,236.0,Max,,9.1,281.4
BMW,,Level 1,,,2017.0,58.6,8.0,,537.0,1835.0,0.292,,30.2,None,79.5,-490.2,5.0,,Low,Sport,58.6,624.4
BYD,,DC Fast Charge,4WD,LFP,2016.0,24.3,4.0,90.5,247.0,3199.0,0.253,Performance,18.3,Cooling,28.6,184.4,2.0,428.0,Medium,Chill,14.1,659.9
rivian,Sports Car,Level 1,FWD,NMCA,2019.0,36.1,,80.2,359.0,2978.0,0.313,Standard,-17.7,Cooling,112.0,-339.2,6.0,207.0,High,,33.2,278.3
BMW,SUV,Supercharger,4WD,LFP,2015.0,50.7,,89.0,553.0,,0.303,All-Terrain,42.1,Max Heat,80.2,11.8,4.0,,Off,Off-Road,77.4,354.1
Tesla,Hatchback,,RWD,NCA,,36.4,9.0,98.7,180.0,1372.0,0.361,Performance,-0.8,None,105.1,-52.6,3.0,149.0,Low,Sport,49.2,695.4
,Hatchback,,FWD,Solid State,2016.0,115.0,1.0,73.4,100.0,3460.0,0.437,Low Rolling Resistance,23.1,None,121.0,,2.0,472.0,Max,Normal,75.9,489.9
,,Supercharger,FWD,LFP,2022.0,129.7,8.0,73.2,,2042.0,0.469,Low Rolling Resistance,,None,80.0,-398.5,5.0,122.0,High,Eco,67.8,641.4
Audi,SUV,Supercharger,AWD,NCA,2017.0,53.7,4.0,71.3,,,,Low Rolling Resistance,-7.8,Cooling,99.8,-47.1,5.0,278.0,High,Off-Road,43.9,6134.618466982431
NIO,Sports Car,Level 1,RWD,NCA,2016.0,101.9,8.0,61.2,546.0,2141.0,0.392,Performance,-14.9,Max Cool,63.8,204.4,2.0,190.0,Max,Normal,0.3,411.1
Hyundai,Sedan,Wireless,RWD,Solid State,2022.0,32.9,2.0,66.5,381.0,2245.0,0.307,Standard,41.4,Heating,72.9,474.9,3.0,312.0,Off,Normal,,589.9
NIO,SUV,Level 2,RWD,LFP,2015.0,31.1,1.0,,560.0,3098.0,0.458,Low Rolling Resistance,-2.3,None,105.3,-99.6,2.0,,Low,Eco,8.2,300.1
,Hatchback,Level 1,FWD,NMCA,2023.0,,5.0,73.6,,2395.0,0.459,Low Rolling Resistance,2.5,None,49.4,71.5,3.0,186.0,Off,Sport,0.6,454.1
BMW,Van,Level 1,4WD,,2022.0,113.1,8.0,79.0,172.0,1996.0,0.237,Standard,43.6,Max Cool,107.2,165.2,3.0,196.0,Medium,Normal,74.6,257.5
VW,SUV,Level 1,FWD,NMC,2018.0,123.1,,,441.0,1977.0,0.494,,-5.5,Max Heat,,202.9,5.0,26.0,Low,Chill,2.0,142.9
,Van,Level 2,4WD,LFP,2016.0,46.8,,84.1,370.0,2272.0,0.441,All-Terrain,42.1,Max Cool,105.6,170.7,4.0,,Off,Normal,29.0,220.9
BMW,Van,Level 2,4WD,Solid State,2022.0,71.0,2.0,86.4,296.0,2909.0,0.406,All-Terrain,17.4,Max Cool,71.4,-303.4,,170.0,Low,Off-Road,52.6,5667.751818664761
Hyundai,Truck,,RWD,NMC,2017.0,,0.0,60.3,229.0,3355.0,,Low Rolling Resistance,-3.2,Max Heat,,20.6,,350.0,High,Chill,40.4,453.7
VW,Van,Level 2,FWD,Solid State,2017.0,44.3,4.0,89.1,631.0,3476.0,0.423,Low Rolling Resistance,1.5,Max Cool,24.6,423.2,6.0,484.0,Max,,,193.3
Lucid,Crossover,,,LFP,2017.0,87.3,9.0,73.6,455.0,2004.0,0.276,,40.6,Cooling,79.5,,1.0,197.0,Off,Off-Road,44.8,327.9
,Van,Level 2,RWD,NCA,,118.3,0.0,69.2,446.0,2403.0,0.316,Performance,-16.9,Heating,58.5,-63.8,4.0,260.0,Medium,Sport,26.5,301.7
HYUNDAI,Sedan,Level 1,AWD,NMCA,2015.0,,,62.7,469.0,3618.0,,,13.3,Max Heat,42.3,-118.6,2.0,,High,Chill,14.4,534.6
Hyundai,SUV,Supercharger,4WD,,2024.0,86.9,,64.7,263.0,2362.0,0.475,Performance,,Max Heat,44.4,123.2,2.0,136.0,Low,Off-Road,15.6,281.7
Audi,Crossover,Supercharger,4WD,LFP,2017.0,124.1,3.0,67.8,675.0,1965.0,0.421,Low Rolling Resistance,-13.4,None,112.1,,6.0,37.0,Off,Off-Road,8.0,329.5
BYD,SUV,Supercharger,4WD,NMC,,50.9,6.0,84.6,474.0,3485.0,0.221,Low Rolling Resistance,37.3,Max Cool,,,2.0,154.0,Off,,40.2,351.6
VW,Sports Car,DC Fast Charge,AWD,NCA,2020.0,73.3,3.0,66.0,,,0.239,All-Terrain,,Max Cool,108.4,-116.8,3.0,71.0,Off,Eco,45.9,686.0
RIVIAN,,Level 1,,NCA,2016.0,50.0,9.0,75.5,128.0,3880.0,0.463,Low Rolling Resistance,43.1,,82.5,146.7,2.0,141.0,Low,,73.1,486.0
BYD,,Supercharger,RWD,LFP,2020.0,38.3,1.0,83.2,279.0,3281.0,0.346,All-Terrain,,Max Heat,65.0,310.1,,,Medium,Normal,,482.2
Polestar,Crossover,Wireless,RWD,LFP,2024.0,81.7,9.0,71.0,401.0,2347.0,0.204,Performance,0.9,Cooling,97.2,343.5,1.0,336.0,,Sport,62.0,514.2
nio,Sports Car,Level 1,4WD,Solid State,2024.0,86.5,3.0,73.5,422.0,1347.0,0.29,Low Rolling Resistance,1.3,Cooling,126.1,442.6,,88.0,,Chill,44.0,159.9
NIO,Hatchback,Level 2,4WD,,2016.0,112.5,,72.4,367.0,,0.378,All-Terrain,-1.2,,95.2,-228.1,3.0,,High,Chill,72.1,190.1
polestar,Hatchback,Supercharger,AWD,Solid State,,108.9,0.0,85.0,,,0.342,Performance,21.8,,106.1,-131.8,6.0,,Max,Eco,,349.9
Audi,Sports Car,Wireless,,Solid State,2015.0,80.1,6.0,,,1437.0,0.477,All-Terrain,-6.8,Max Cool,,,6.0,372.0,Low,Chill,75.9,350.1
rivin,Hatchback,Level 2,,NMC,2021.0,91.4,3.0,,272.0,2196.0,0.384,Performance,26.6,None,69.9,54.4,2.0,322.0,Low,Sport,8.2,197.4
BYD,Sedan,Wireless,RWD,NCA,2015.0,125.8,9.0,90.8,394.0,3992.0,0.203,Performance,2.2,Max Heat,83.3,-88.7,4.0,357.0,High,Off-Road,73.1,193.2
,Truck,Wireless,FWD,,2021.0,,,66.8,304.0,2805.0,0.267,Low Rolling Resistance,37.9,Heating,,-434.0,6.0,434.0,Low,Sport,26.8,355.5
Audi,Crossover,Level 2,FWD,NMC,,107.8,7.0,73.1,273.0,1438.0,0.359,Standard,,Max Cool,21.5,366.3,2.0,249.0,Off,Normal,75.0,582.5
,,,AWD,,2023.0,72.6,4.0,75.3,216.0,2977.0,,Low Rolling Resistance,24.9,Cooling,100.6,,3.0,438.0,,Sport,,620.2
Rivian,Hatchback,DC Fast Charge,,Solid State,2023.0,40.5,4.0,99.2,,2732.0,0.434,All-Terrain,2.5,,72.9,65.6,,204.0,Medium,Chill,48.8,429.7
Polestar,Hatchback,Level 1,AWD,,2017.0,,3.0,89.2,582.0,2713.0,0.332,All-Terrain,2.5,Max Cool,59.1,132.7,1.0,337.0,Off,Eco,54.8,374.4
,Van,Level 1,4WD,LFP,2018.0,40.7,9.0,97.5,414.0,2725.0,0.238,Performance,19.7,Max Heat,27.0,-243.4,,437.0,Max,Eco,38.3,89.3
Lucid,,Level 1,FWD,NMC,,,3.0,76.9,378.0,,0.378,Performance,42.3,Max Cool,98.0,,2.0,290.0,,Normal,12.3,474.2
Hyundai,Truck,DC Fast Charge,FWD,Solid State,2019.0,48.2,4.0,,154.0,,,Standard,14.4,Max Heat,29.2,448.8,5.0,185.0,Low,Sport,1.8,619.1
Polestar,Crossover,Wireless,4WD,Solid State,,23.6,4.0,68.3,,3065.0,0.347,Standard,5.3,Cooling,39.8,-142.2,3.0,158.0,Max,Chill,55.8,566.8
VW,SUV,,RWD,NMCA,2018.0,,3.0,84.5,404.0,,0.25,All-Terrain,0.2,Cooling,39.4,309.9,2.0,230.0,Medium,Eco,3.3,531.3
Audi,Hatchback,,4WD,NMC,2021.0,36.0,1.0,80.7,629.0,2476.0,0.204,All-Terrain,31.0,Cooling,116.8,-326.3,,409.0,Low,Normal,74.0,377.5
audi,Van,Wireless,4WD,NMC,2020.0,48.0,3.0,60.3,295.0,2238.0,0.464,,44.9,Cooling,111.4,425.2,3.0,319.0,Off,Off-Road,60.2,92.6
Rivian,,Wireless,AWD,,2022.0,,,73.5,640.0,3088.0,0.345,All-Terrain,20.8,,98.3,185.7,3.0,474.0,High,Eco,68.5,558.6
Polestar,Truck,Level 1,FWD,,2018.0,107.7,4.0,76.6,157.0,3342.0,,All-Terrain,-17.0,Cooling,70.9,-432.0,6.0,206.0,Low,Off-Road,20.0,564.0
tesla ,Van,Supercharger,,LFP,2017.0,116.5,1.0,96.7,169.0,3477.0,0.224,,44.8,,94.8,,2.0,16.0,High,Normal,76.3,177.3
VW,SUV,Level 1,4WD,NMC,2015.0,93.1,2.0,91.7,250.0,1215.0,0.473,Standard,,,44.6,390.0,6.0,405.0,Max,Sport,71.2,501.4
Polestar,SUV,DC Fast Charge,4WD,NMC,2018.0,127.8,7.0,,535.0,2698.0,0.311,Low Rolling Resistance,,Cooling,116.3,,4.0,273.0,Off,,59.4,252.4
,Crossover,Wireless,FWD,Solid State,2022.0,109.0,1.0,,456.0,2898.0,0.475,All-Terrain,14.7,None,123.7,-316.9,4.0,348.0,Max,Normal,61.4,498.0
Audi,Sedan,Level 1,RWD,NMCA,,66.6,9.0,84.2,383.0,3881.0,0.258,Low Rolling Resistance,30.7,None,121.5,-260.6,,,Max,Sport,32.2,378.9
Rivian,,Level 1,,Solid State,2015.0,111.5,2.0,80.5,,2092.0,0.486,Low Rolling Resistance,,,123.1,-146.3,4.0,427.0,Medium,Off-Road,20.8,515.2
BYD,Truck,Supercharger,RWD,LFP,2022.0,124.8,0.0,86.1,440.0,2136.0,0.219,All-Terrain,17.5,Cooling,84.1,337.5,5.0,430.0,,Normal,49.2,651.0
Polestar,Crossover,Level 2,RWD,NMCA,2019.0,118.5,,68.2,120.0,2577.0,0.407,All-Terrain,35.7,,121.9,-446.1,,9.0,Off,Sport,,697.2
BYD,SUV,Level 1,4WD,LFP,2020.0,82.4,6.0,63.9,367.0,3372.0,0.334,All-Terrain,28.7,Heating,,-142.7,,214.0,High,,22.0,369.2
BYD,Hatchback,DC Fast Charge,4WD,NMCA,2024.0,,7.0,78.1,276.0,3188.0,,Standard,15.1,Max Cool,70.5,164.6,6.0,90.0,High,Sport,71.6,201.1
Audi,Sports Car,,4WD,NCA,2021.0,106.6,4.0,80.3,691.0,1213.0,0.418,Performance,29.9,None,119.3,-145.8,2.0,166.0,,Sport,12.5,694.7
,Truck,Level 2,AWD,NCA,2022.0,,5.0,77.7,467.0,2179.0,,Low Rolling Resistance,,,,-489.8,1.0,285.0,Medium,Sport,52.2,512.1
Polestar,Sports Car,Wireless,RWD,NMC,2015.0,40.6,4.0,71.8,538.0,3631.0,0.276,Standard,28.3,Max Cool,114.5,-299.8,3.0,443.0,Max,Sport,69.1,331.5
Rivian,Van,Level 2,,,2016.0,50.4,3.0,62.3,527.0,1974.0,0.484,Low Rolling Resistance,15.1,Max Cool,72.1,-253.2,1.0,338.0,High,,0.2,512.0
Tesla,Van,DC Fast Charge,AWD,,2016.0,,8.0,96.5,622.0,3883.0,0.365,All-Terrain,14.6,,,406.2,6.0,,High,Eco,17.9,2506.874171239734
BYD,Sedan,DC Fast Charge,RWD,NMCA,2020.0,68.4,4.0,71.1,621.0,3030.0,0.393,Standard,,Cooling,70.1,-70.0,,131.0,Max,Eco,74.5,362.7
,Sports Car,Wireless,FWD,LFP,2016.0,52.0,0.0,79.5,156.0,2680.0,0.284,,,Max Heat,73.4,,2.0,485.0,,Chill,27.5,103.9
BYD,Hatchback,,AWD,Solid State,2019.0,35.8,,70.9,570.0,2526.0,,All-Terrain,23.0,None,,-117.7,4.0,239.0,Off,Chill,13.0,530.8
NIO,Truck,Level 2,RWD,NMC,2018.0,107.9,5.0,62.5,556.0,1607.0,0.42,,33.1,Max Heat,62.8,-274.0,3.0,96.0,Off,Eco,3.3,291.3
rivin,,Level 1,AWD,Solid State,,,7.0,,280.0,3160.0,0.447,Standard,-3.8,None,79.4,-139.4,3.0,201.0,Off,Chill,,97.1
Audi,,Level 2,AWD,,2022.0,111.6,6.0,71.8,229.0,,0.266,All-Terrain,-4.6,,31.6,178.1,6.0,470.0,Low,Normal,65.0,508.2
Polestar,Hatchback,Level 1,AWD,NMC,,129.2,7.0,84.7,306.0,2512.0,0.422,Performance,35.1,None,100.6,-263.4,5.0,105.0,Max,Off-Road,9.0,444.1
Tesla,SUV,Level 2,RWD,,2019.0,31.4,9.0,,373.0,2934.0,0.394,All-Terrain,26.8,Heating,99.9,-80.7,6.0,472.0,Low,Sport,78.6,647.0
VW,Crossover,Supercharger,FWD,NCA,2023.0,,6.0,,,1843.0,0.229,Low Rolling Resistance,25.9,Heating,59.8,-156.2,6.0,134.0,Medium,Sport,53.8,425.2
